year,row,respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,custom_data_1,how_often_use_R,how_often_use_Excel,how_often_use_GoogleSheets,how_often_use_SAS,how_often_use_Python,how_often_use_Tableau,how_often_use_MATLAB,how_often_use_PowerBI,how_often_use_SQL,how_proficient_R,how_proficient_Excel,how_proficient_GoogleSheets,how_proficient_SAS,how_proficient_Python,how_proficient_Tableau,how_proficient_MATLAB,how_proficient_PowerBI,how_proficient_SQL,suited_ratemaking_R,suited_reserving_R,suited_capital_modeling_R,suited_ratemaking_Excel,suited_reserving_Excel,suited_capital_modeling_Excel,suited_ratemaking_GoogleSheets,suited_reserving_GoogleSheets,suited_capital_modeling_GoogleSheets,suited_ratemaking_SAS,suited_reserving_SAS,suited_capital_modeling_SAS,suited_ratemaking_Python,suited_reserving_Python,suited_capital_modeling_Python,suited_ratemaking_Tableau,suited_reserving_Tableau,suited_capital_modeling_Tableau,suited_ratemaking_MATLAB,suited_reserving_MATLAB,suited_capital_modeling_MATLAB,suited_ratemaking_PowerBI,suited_reserving_PowerBI,suited_capital_modeling_PowerBI,suited_ratemaking_SQL,suited_reserving_SQL,suited_capital_modeling_SQL,what_other_tools_should_be_added,increase_proficiency_R,increase_proficiency_Excel,increase_proficiency_GoogleSheets,increase_proficiency_SAS,increase_proficiency_Python,increase_proficiency_Tableau,increase_proficiency_MATLAB,increase_proficiency_PowerBI,increase_proficiency_SQL,increase_proficiency_other,barrier_learning_inadequate_staff,barrier_learning_lack_of_management_support,barrier_learning_lack_of_it_support,barrier_learning_financial_cost,barrier_learning_not_enough_time,barrier_learning_no_perceived_benefit,barrier_learning_other,barrier_implementation_inadequate_staff,barrier_implementation_lack_of_management_support,barrier_implementation_lack_of_it_support,barrier_implementation_financial_cost,barrier_implementation_not_enough_time,barrier_implementation_no_perceived_benefit,barrier_implementation_other,technique_use_linear_models,technique_use_credibility,technique_use_premium_adjustment,technique_use_excess_loss_analysis,technique_use_bayesian,technique_use_bornhuetter_ferguson,technique_use_time_series,technique_use_aideep_learning,technique_use_chain_ladder,technique_use_tree_based_methods,technique_use_unsupervised_learning,technique_use_other,additional_comments,designation,age,where_are_you_located,located_other,what_type_of_company_do_you_work_for,type_of_company_other,actuaries_at_my_organization,years_of_experience,how_often_use_Other,how_proficient_Other,suited_Other,barrier_technique_inadequate_staff,barrier_technique_lack_of_management_support,barrier_technique_lack_of_it_support,barrier_technique_financial_cost,barrier_technique_not_enough_time,barrier_technique_no_perceived_benefit,barrier_technique_other,new_tech_to_adopt,should_have_asked,how_often_use_Other_specific,how_proficient_Other_specific,suited_ratemaking_Other,suited_reserving_Other,suited_capital_modeling_Other,suited_Other_specific,learning_plan_self_study,learning_plan_online,learning_plan_in_person,learning_plan_other,technique_use_frequency_severity,technique_use_triangle_based,technique_use_simulation,barrier_technique_lack_of_knowledge,designation_none,designation_acas,designation_fcas,designation_cspa,ok_with_being_contacted
2022,423,118136914076,447447895,09/27/2022 09:26:25 AM,09/27/2022 09:29:28 AM,165.225.10.172,NA,NA,NA,NA,Not at all,At least once a day,At least once a day,Not at all,Not at all,At least once a week,NA,At least once a week,At least once a week,Not at all,Expert,Expert,Not at all,Not at all,Intermediate,NA,Intermediate,Intermediate,,,,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Very much so,Unsure,NA,NA,NA,Somewhat,Somewhat,Unsure,Very much so,Somewhat,Unsure,,,,,,,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,SQL,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,No perceived benefit,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,ACAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10,,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,424,118136913167,447447895,09/27/2022 08:38:16 AM,09/27/2022 09:28:24 AM,167.127.104.182,NA,NA,NA,NA,At least once a day,At least once a week,Not at all,Not at all,Less than once a month,Less than once a month,NA,Less than once a month,At least once a month,Expert,Advanced,Not at all,Basic stuff,Intermediate,Basic stuff,NA,Basic stuff,Intermediate,,,,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Spark,R,,,,Python,,NA,,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,Financial cost,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,,,,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10,,,,,,,,,,Not really part of my modeling role,"git, Spark, the cloud -- none of which are particularly 'new' but maybe as far as insurance companies are concerned",A question about training/learning: how are people learning these technologies?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,425,118136912656,447447895,09/27/2022 09:23:29 AM,09/27/2022 09:27:51 AM,172.58.187.137,NA,NA,NA,NA,Less than once a month,Not at all,Not at all,Not at all,At least once a day,Not at all,NA,Not at all,Not at all,Expert,Not at all,Not at all,Expert,Expert,Not at all,NA,Not at all,Expert,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Not at all,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,NA,NA,NA,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,,,,,,Python,,NA,,,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",Credibility,,,"Bayesian analysis, and/or MCMC",,"Time series analysis, including claim trend analysis",AI/deep learning,,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,None yet,31-40 years old,United States,,Insurance company,,26-50,Less than 5,,,,,,,,,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,426,118136911171,447447895,09/27/2022 09:22:22 AM,09/27/2022 09:26:14 AM,172.102.9.23,NA,NA,NA,NA,At least once a month,At least once a day,Less than once a month,At least once a month,At least once a month,,NA,Less than once a month,At least once a week,Advanced,Expert,Basic stuff,Advanced,Intermediate,Basic stuff,NA,Not at all,Advanced,,,,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Custom or more specific software,,,,,Python,,NA,,SQL,,,,,,Not enough time,,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,,,,,,,,Tree-based methods like random forests,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 10 and 15,,,,,,,,,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,427,118136910100,447447895,09/27/2022 09:21:51 AM,09/27/2022 09:25:03 AM,108.55.68.96,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Advanced,,Not at all,Not at all,Not at all,NA,Not at all,Not at all,,,,Very much so,Very much so,Unsure,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,Excel,,,,,NA,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,No perceived benefit,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,ACAS,51-60 years old,United States,,Non-governmental insurance service organization,,1-5,More than 20,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,428,118136909445,447447895,09/27/2022 09:21:26 AM,09/27/2022 09:24:19 AM,73.210.40.233,NA,NA,NA,NA,Not at all,At least once a day,At least once a week,Not at all,Not at all,Not at all,NA,At least once a month,Not at all,Not at all,Expert,Intermediate,Not at all,Not at all,Not at all,NA,Basic stuff,Not at all,,,,Very much so,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Vendor developed Reserving or Capital Modeling software,R,,,,,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,,Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,11-25,Between 15 and 20,,,,,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,429,118136908304,447447895,09/27/2022 09:19:51 AM,09/27/2022 09:23:05 AM,205.134.132.1,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Less than once a month,At least once a week,Basic stuff,Advanced,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Advanced,,,,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,,R,,,,,,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,Lack of management support,Lack of IT support,,,,,"Linear regression, including GLMs",,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,11-25,Less than 5,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,430,118136908158,447447895,09/27/2022 09:12:54 AM,09/27/2022 09:22:56 AM,70.34.158.93,NA,NA,NA,NA,,At least once a day,Not at all,Not at all,Not at all,At least once a week,NA,At least once a week,Not at all,Not at all,Advanced,Basic stuff,Not at all,Not at all,Intermediate,NA,Intermediate,Basic stuff,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,Lack of IT support,Financial cost,Not enough time,,,,,,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,try to get industry to consolidate/align on programming language and include to some extent in exam syllabus.  This is the biggest gap between CAS education and needed skill set in the role(s).,FCAS,41-50 years old,United States,,Insurance company,,1-5,Between 15 and 20,,,,Insufficient/inadequate staff,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,431,118136907580,447447895,09/27/2022 09:18:30 AM,09/27/2022 09:22:17 AM,204.16.89.106,NA,NA,NA,NA,At least once a day,,Not at all,Less than once a month,Less than once a month,Not at all,NA,At least once a week,At least once a week,Basic stuff,Expert,Not at all,Basic stuff,Basic stuff,Not at all,NA,Expert,Not at all,,,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,,R,,,SAS,Python,,NA,,,,,,,,Not enough time,,,,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,51-60 years old,United States,,,,1-5,More than 20,,EMBLEM,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,432,118136907563,447447895,09/27/2022 09:18:13 AM,09/27/2022 09:22:16 AM,71.172.159.58,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,At least once a week,Not at all,Not at all,Expert,Basic stuff,Not at all,Not at all,Basic stuff,NA,Intermediate,Not at all,,,,Very much so,Very much so,,Not at all,Not at all,,Unsure,Not at all,,Unsure,Somewhat,,Somewhat,Somewhat,,NA,NA,NA,Somewhat,Somewhat,,Not at all,Not at all,,,,,,,,,NA,,,,,,,,Not enough time,,,,,,,,No perceived benefit,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Reinsurance company,,11-25,Between 15 and 20,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,433,118136906496,447447895,09/27/2022 09:18:25 AM,09/27/2022 09:21:18 AM,165.125.177.177,NA,NA,NA,NA,At least once a week,At least once a day,Less than once a month,Not at all,Less than once a month,Not at all,NA,Not at all,Not at all,Basic stuff,Advanced,Intermediate,Not at all,Basic stuff,Not at all,NA,Not at all,Not at all,,,,Somewhat,Unsure,Unsure,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,R,Excel,,,,,NA,,,,,,,,Not enough time,,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,None yet,Up to 30 years old,United States,,Broker or (re)insurance intermediary,,51-200,Less than 5,,,,,,,,,,Might not be relevant to work,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,434,118136906290,447447895,09/27/2022 09:16:16 AM,09/27/2022 09:21:05 AM,72.94.173.74,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,,Not at all,Basic stuff,,Not at all,Not at all,Not at all,Not at all,NA,Basic stuff,Not at all,,,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,MS Access,,,,,,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,No perceived benefit,,,,,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,ACAS,51-60 years old,United States,,Consulting Firm,,1-5,More than 20,,,,,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,435,118136906214,447447895,09/27/2022 09:17:37 AM,09/27/2022 09:21:00 AM,163.116.133.121,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,At least once a month,NA,At least once a month,At least once a week,Basic stuff,Advanced,Basic stuff,Not at all,Not at all,Expert,NA,Basic stuff,Intermediate,,,,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Somewhat,Not at all,,,Excel,,,,,NA,,SQL,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,,,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,Up to 30 years old,United States,,Insurance company,,51-200,Less than 5,,,,,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,436,118136905935,447447895,09/27/2022 09:14:50 AM,09/27/2022 09:20:42 AM,71.64.24.107,NA,NA,NA,NA,At least once a week,At least once a day,At least once a day,Not at all,Not at all,Less than once a month,NA,Not at all,At least once a week,Intermediate,Advanced,Intermediate,Not at all,Not at all,Basic stuff,NA,Not at all,Intermediate,,,,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,R,R,,,,,,NA,,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,Credibility,Premium adjustment,,,,,,,,,,,None yet,Up to 30 years old,United States,,Insurance company,,11-25,Less than 5,,,,,,,,,,Not my responsibility,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,437,118136905749,447447895,09/27/2022 09:16:18 AM,09/27/2022 09:20:30 AM,24.231.224.254,NA,NA,NA,NA,Not at all,At least once a day,At least once a day,Not at all,Not at all,Not at all,NA,Not at all,At least once a day,Basic stuff,Advanced,Advanced,Not at all,Not at all,Intermediate,NA,Basic stuff,Advanced,,,,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,R,,,,Python,,NA,,SQL,,,,,,Not enough time,,,,,,,,,,,,,Excess loss analysis,,,,,,,,Catastrophe modeling ,,ACAS,31-40 years old,United States,,Insurance company,,1-5,Between 5 and 10,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,438,118136905519,447447895,09/27/2022 09:18:12 AM,09/27/2022 09:20:15 AM,104.225.207.218,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Less than once a month,Not at all,NA,Not at all,At least once a week,Advanced,Expert,Advanced,Basic stuff,Basic stuff,Not at all,NA,Not at all,Advanced,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,,Lack of IT support,,Not enough time,,,,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,FCAS,41-50 years old,United States,,Insurance company,,6-10,,,,,,,,,,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,439,118136905278,447447895,09/27/2022 09:12:34 AM,09/27/2022 09:19:59 AM,98.192.131.48,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Intermediate,Not at all,Not at all,,Not at all,NA,Not at all,Not at all,,,,Very much so,Very much so,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,Excel,,,,A data visualization tool like Tableau,NA,,,,,,,,,,none,,,,,,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,61 or older,United States,,Retired,,1-5,More than 20,,,,,,,,,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,440,118136903442,447447895,09/27/2022 09:14:51 AM,09/27/2022 09:18:04 AM,108.51.74.252,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Basic stuff,Expert,Advanced,Basic stuff,Basic stuff,Not at all,NA,Not at all,Intermediate,,,,Very much so,Very much so,Very much so,,,,,,,,,,,,,NA,NA,NA,,,,,,,,R,,,,,,NA,,,,,,Lack of IT support,,,No perceived benefit,,,,Lack of IT support,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,None yet,Up to 30 years old,United States,,Consulting Firm,,6-10,Less than 5,,,,,Lack of management support,,,,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,441,118136903263,447447895,09/27/2022 09:12:02 AM,09/27/2022 09:17:52 AM,97.81.27.3,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Not at all,At least once a month,Not at all,NA,Not at all,At least once a month,Intermediate,Advanced,Basic stuff,Intermediate,Intermediate,Basic stuff,NA,Basic stuff,Basic stuff,,,,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Very much so,Unsure,Somewhat,Somewhat,Unsure,Not at all,Somewhat,Unsure,NA,NA,NA,Somewhat,Unsure,Unsure,Very much so,Very much so,Unsure,Machine learning ,,,,,,,NA,,SQL,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,,,"Linear regression, including GLMs",,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,61 or older,United States,,Other (please specify),Freelance consultant ,1-5,More than 20,,,,,,,,,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,442,118136902650,447447895,09/27/2022 09:12:39 AM,09/27/2022 09:17:12 AM,163.116.157.99,NA,NA,NA,NA,At least once a day,At least once a day,Less than once a month,Not at all,Not at all,At least once a month,NA,Less than once a month,At least once a day,Expert,Expert,Intermediate,Advanced,Basic stuff,Basic stuff,NA,Not at all,Advanced,,,,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,NA,NA,NA,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,,R,,,,Python,,NA,,,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Insurance company,,26-50,Between 15 and 20,,,,,,,,,No perceived benefit,,,Potentially specific packages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,443,118136901234,447447895,09/27/2022 09:05:40 AM,09/27/2022 09:15:45 AM,163.116.133.71,NA,NA,NA,NA,At least once a week,At least once a day,Not at all,Not at all,Not at all,At least once a week,NA,Not at all,At least once a week,Basic stuff,Advanced,Not at all,Not at all,Not at all,Basic stuff,NA,Basic stuff,Advanced,,,,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,NA,NA,NA,Somewhat,Unsure,Unsure,Very much so,Very much so,Unsure,,R,,,,,A data visualization tool like Tableau,NA,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10,,,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,444,118136900874,447447895,09/27/2022 09:07:17 AM,09/27/2022 09:15:24 AM,136.226.73.5,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,At least once a day,Not at all,At least once a week,NA,At least once a month,At least once a day,Basic stuff,Expert,Intermediate,Advanced,Not at all,Intermediate,NA,Intermediate,Advanced,,,,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,NA,NA,NA,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Communications-related tools(ie. PowerPoint),,,,,,,NA,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,No perceived benefit,,,,Lack of IT support,Financial cost,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,,,,Chain-ladder,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,200+,Between 5 and 10,,,,,,,,,,Nature of my specific role; Historical Precedence,,Technology related to communicating results (ie PowerPoint),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,445,118136899741,447447895,09/27/2022 09:07:49 AM,09/27/2022 09:14:14 AM,63.100.172.20,NA,NA,NA,NA,Not at all,At least once a day,At least once a month,Not at all,Not at all,Not at all,NA,At least once a week,Not at all,Not at all,Expert,Advanced,Not at all,Not at all,Not at all,NA,Intermediate,Not at all,,,,Very much so,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Very much so,Not at all,Not at all,Very much so,Somewhat,Somewhat,Not at all,Not at all,Not at all,NA,NA,NA,Not at all,Somewhat,Not at all,Somewhat,Very much so,Somewhat,,,,,,,,NA,,,,Insufficient/inadequate staff,,,,,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,,,,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Insurance company,,51-200,More than 20,,,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,446,118136899384,447447895,09/27/2022 09:06:59 AM,09/27/2022 09:13:54 AM,136.226.61.32,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,NA,At least once a month,Less than once a month,Not at all,Expert,Intermediate,Not at all,Not at all,Not at all,NA,Intermediate,Basic stuff,,,,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,,,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,ACAS,51-60 years old,United States,,Reinsurance company,,200+,More than 20,,,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
